pedido_id,data,cliente,cidade,vendedor,categoria,produto,quantidade,valor_unitario,frete,canal,status
90529,2026-01-02,Adriana Souza,São Sepé,Sergio Weber,Tintas,Item 308,5,"R$ 235,21","R$ 23,11",WhatsApp,Faturado
90530,2026-08-05,Bruno Feltrin,Santa Maria,Ivan Bortolotto,Ferramentas,Item 189,5,"R$ 127,94","R$ 0,00",Loja física,Faturado
90531,2026-07-28,Jessica Kunz,Restinga Sêca,Marta Dutra,Elétrica,Item 165,7,"R$ 100,95","R$ 25,36",Telefone,Faturado
90532,2026-01-15,Ana Vargas,Júlio de Castilhos,Cleber Antunes,Jardinagem,Item 260,5,"R$ 124,09","R$ 56,90",WhatsApp,Faturado
90533,2026-03-09,Eduarda Bortolotto,Santa Maria,Cleber Antunes,Tintas,Item 129,5,"R$ 290,35","R$ 29,00",Telefone,Faturado
90534,2026-05-01,Bruno Trindade,Restinga Sêca,Cleber Antunes,Hidráulica,Item 103,5,"R$ 47,91","R$ 48,47",Site,Faturado
90535,2026-02-25,Vinicius Fagundes,Santa Maria,Sergio Weber,Construção,Item 173,2,"R$ 348,25","R$ 0,00",Loja física,Faturado
90536,2026-02-27,Jessica Kunz,São Sepé,Ivan Bortolotto,Jardinagem,Item 373,5,"R$ 93,28","R$ 0,00",Loja física,Cancelado
90537,2026-08-13,Bianca Brum,Santa Maria,Rosane Pilla,Jardinagem,Item 178,1,"R$ 97,61","R$ 0,00",Loja física,Faturado
90538,2026-03-20,Ricardo Nunes,Restinga Sêca,Marta Dutra,FERRAMENTAS,Item 133,4,"R$ 217,94","R$ 33,87",Telefone,Faturado
90539,2026-06-02,Daniela Dutra,Santa Maria,Cleber Antunes,FERRAMENTAS,Item 247,1,"R$ 112,78","R$ 0,00",Loja física,Faturado
90540,2026-08-28,Marcos Almeida,Cachoeira do Sul,Rosane Pilla,Ferramentas,Item 270,1,"R$ 99.999,00","R$ 0,00",Loja física,Faturado
90541,2026-05-21,Sabrina Menezes,Cachoeira do Sul,Rosane Pilla,Elétrica,Item 343,1,"R$ 56,66","R$ 0,00",Loja física,Faturado
90542,2026-03-13,Nathalia Bueno,Júlio de Castilhos,Rosane Pilla,JARDINAGEM,Item 238,2,"R$ 126,17","R$ 45,04",Telefone,Faturado
90543,2026-03-11,Otavio Weber,Restinga Sêca,Marta Dutra,Jardinagem,Item 126,4,"R$ 110,32","R$ 62,86",Site,Faturado
90544,2026-02-09,Gustavo Moraes,Santa Maria,Cleber Antunes,Tintas,Item 376,1,"R$ 118,66","R$ 58,84",Telefone,Faturado
90545,2026-02-09,Ana Rossi,Júlio de Castilhos,Cleber Antunes,TINTAS,Item 249,2,"R$ 216,36","R$ 59,36",Telefone,Cancelado
90546,2026-03-17,Douglas Costa Ferreira,Santa Maria,Rosane Pilla,ELETRICA,Item 193,5,"R$ 66,42","R$ 0,00",Loja física,Faturado
90547,2026-02-13,Camila Beltrame,Santa Maria,Cleber Antunes,Tintas,Item 250,4,"R$ 263,83","R$ 26,90",WhatsApp,Faturado
90548,2026-02-09,Bianca Marques Barcellos,Júlio de Castilhos,Marta Dutra,Elétrica,Item 239,1,"R$ 51,12","R$ 62,70",Telefone,Faturado
90549,2026-06-17,Willian Kunz Dutra,Santa Maria,Cleber Antunes,Elétrica,Item 318,2,"R$ 79,14","R$ 54,60",WhatsApp,Faturado
90550,2026-01-27,Rosane Ferreira Rocha,Júlio de Castilhos,Marta Dutra,Tintas,Item 288,3,"R$ 116,18","R$ 23,22",WhatsApp,Faturado
90551,2026-04-10,Vanessa Lima,Cachoeira do Sul,Cleber Antunes,Ferramentas,Item 212,1,"R$ 98,62","R$ 0,00",Loja física,Cancelado
90552,2026-03-23,Fernanda Rossi,Santa Maria,Marta Dutra,Tintas ,Item 327,2,"R$ 123,39","R$ 0,00",Loja física,Faturado
90553,2026-05-28,Nathalia Cardoso,Santa Maria,Marta Dutra,Elétrica,Item 294,1,"R$ 64,55","R$ 61,03",Telefone,Faturado
90554,2026-04-06,Carla Beltrame,Santa Maria,Rosane Pilla,Construção,Item 157,5,"R$ 339,69","R$ 49,64",WhatsApp,Cancelado
90555,2026-04-08,Diego Bueno,Restinga Sêca,Ivan Bortolotto,JARDINAGEM,Item 101,3,"R$ 70,07","R$ 0,00",Loja física,Faturado
90556,2026-06-23,Jessica Marques,Cachoeira do Sul,Cleber Antunes,Hidráulica ,Item 247,2,"R$ 83,62","R$ 20,14",Telefone,Faturado
90557,2026-01-07,Jonas Costa,Restinga Sêca,Cleber Antunes,Construção,Item 160,4,"R$ 343,14","R$ 64,31",WhatsApp,Cancelado
90558,2026-07-15,Gabriela Pilla,Restinga Sêca,Marta Dutra,Hidráulica,Item 326,7,"R$ 114,88","R$ 0,00",Loja física,Cancelado
90559,2026-05-21,Matheus Kunz,Santa Maria,Cleber Antunes,Jardinagem,Item 161,1,"R$ 78,81","R$ 32,22",Telefone,Faturado
90560,2026-06-17,Douglas Barcellos Bueno,Santa Maria,Rosane Pilla,Ferramentas,Item 216,2,"R$ 171,25","R$ 53,63",WhatsApp,Faturado
90561,2026-06-25,Diego Moraes,Restinga Sêca,Sergio Weber,Tintas,Item 226,1,"R$ 133,17","R$ 20,50",WhatsApp,Faturado
90562,2026-08-25,Aline Ferreira Schneider,Cachoeira do Sul,Cleber Antunes,Elétrica,Item 222,3,"R$ 94,24","R$ 0,00",Loja física,Faturado
90563,2026-04-01,Amanda Souza,Cachoeira do Sul,Marta Dutra,Ferramentas,Item 189,5,"R$ 223,16","R$ 57,82",Telefone,Faturado
90564,2026-02-27,Nathalia Feltrin,Cachoeira do Sul,Rosane Pilla,Ferramentas,Item 115,2,"R$ 91,58","R$ 25,58",WhatsApp,Faturado
90565,2026-02-17,Luciana Schneider,Santa Maria,Rosane Pilla,Ferramentas,Item 260,1,"R$ 241,23","R$ 0,00",Loja física,Faturado
90566,2026-07-09,Sergio Marques Souza,Restinga Sêca,Rosane Pilla,Hidráulica,Item 304,2,"R$ 112,14","R$ 51,51",Site,Faturado
90567,2026-08-07,Paulo Almeida Costa,Santa Maria,Marta Dutra,Tintas,Item 131,6,"R$ 281,36","R$ 56,82",WhatsApp,Faturado
90568,2026-04-16,Maria Brum Barcellos,São Sepé,Sergio Weber,Tintas,Item 127,2,"R$ 218,01","R$ 0,00",Loja física,Faturado
90569,2026-06-15,Aline Vargas,Júlio de Castilhos,Cleber Antunes,Jardinagem,Item 207,1,"R$ 112,78","R$ 0,00",Loja física,Faturado
90570,2026-03-17,Lucas Zanella,Santa Maria,Cleber Antunes,HIDRAULICA,Item 118,7,"R$ 44,55","R$ 0,00",Loja física,Faturado
90571,2026-03-03,Carla Souza Dutra,Restinga Sêca,Sergio Weber,Tintas,Item 371,1,"R$ 236,35","R$ 0,00",Loja física,Faturado
90572,2026-07-09,Sergio Weber,Santa Maria,Ivan Bortolotto,Tintas,Item 348,3,"R$ 184,18","R$ 0,00",Loja física,Faturado
90573,2026-06-16,Matheus Ferreira,Santa Maria,Rosane Pilla,Hidráulica,Item 166,2,"R$ 112,83","R$ 53,36",WhatsApp,Faturado
90574,2026-01-02,Larissa Bortolotto,Santa Maria,Sergio Weber,Tintas,Item 248,1,"R$ 154,16","R$ 0,00",Loja física,Faturado
90575,2026-04-30,Tiago Bueno,Júlio de Castilhos,Cleber Antunes,ELETRICA,Item 266,3,"R$ 75,89","R$ 0,00",Loja física,Faturado
90576,2026-08-12,Gabriela Cardoso,Cachoeira do Sul,Sergio Weber,ELETRICA,Item 123,3,"R$ 102,37","R$ 0,00",Loja física,Faturado
90577,2026-03-26,Marcos Ribeiro,São Sepé,Rosane Pilla,FERRAMENTAS,Item 107,4,"R$ 213,35","R$ 0,00",Loja física,Faturado
90578,2026-03-27,Mariana Rocha Martins,Júlio de Castilhos,Sergio Weber,Hidráulica,Item 378,4,"R$ 111,05","R$ 59,83",Site,Faturado
90579,2026-05-18,Adriana Goulart,Restinga Sêca,Marta Dutra,Elétrica,Item 228,2,"R$ 54,15","R$ 0,00",Loja física,Faturado
90580,2026-07-08,Patricia Marques,Restinga Sêca,Rosane Pilla,Elétrica,Item 254,7,"R$ 95,87","R$ 32,15",Site,Faturado
90581,2026-08-05,Bianca Weber,São Sepé,Rosane Pilla,Hidráulica,Item 238,2,"R$ 54,37","R$ 0,00",Loja física,Faturado
90582,2026-02-18,Tatiane Almeida Marques,São Sepé,Marta Dutra,FERRAMENTAS,Item 139,3,"R$ 92,99","R$ 0,00",Loja física,Faturado
90583,2026-06-12,Maria Carvalho Nunes,Santa Maria,Ivan Bortolotto,Ferramentas,Item 174,6,"R$ 180,70","R$ 0,00",Loja física,Faturado
90584,2026-08-28,Nathalia Carvalho Rodrigues,Cachoeira do Sul,Ivan Bortolotto,Tintas,Item 180,1,"R$ 275,76","R$ 0,00",Loja física,Faturado
90585,2026-07-13,Patricia Vargas,Santa Maria,Ivan Bortolotto,Jardinagem,Item 103,5,"R$ 94,57","R$ 36,95",WhatsApp,Faturado
90586,2026-01-08,Maicon Feltrin Costa,São Sepé,Cleber Antunes,Construção,Item 243,4,"R$ 259,60","R$ 63,91",Site,Faturado
90587,2026-06-12,Gabriela Schneider Barcellos,Santa Maria,Marta Dutra,Jardinagem,Item 239,2,"R$ 65,00","R$ 0,00",Loja física,Faturado
90588,2026-02-09,Alexandre Sartori,São Sepé,Cleber Antunes,Construção,Item 346,3,"R$ 320,79","R$ 0,00",Loja física,Faturado
90589,2026-03-04,Otavio Fontoura,Santa Maria,Cleber Antunes,Tintas,Item 357,3,"R$ 242,23","R$ 0,00",Loja física,Faturado
90590,2026-01-29,Adriana Schneider,Cachoeira do Sul,Ivan Bortolotto,Jardinagem,Item 298,4,"R$ 80,08","R$ 45,18",WhatsApp,Faturado
90591,2026-01-06,Bruna Almeida,Restinga Sêca,Sergio Weber,Hidráulica,Item 135,2,"R$ 88,10","R$ 36,27",WhatsApp,Faturado
90592,2026-08-19,Eduardo Nunes,Santa Maria,Cleber Antunes,Hidráulica,Item 289,1,"R$ 49,88","R$ 0,00",Loja física,Cancelado
90593,2026-06-19,Marcos Moraes,Santa Maria,Rosane Pilla,Ferramentas,Item 150,1,"R$ 172,69","R$ 42,40",Telefone,Faturado
90594,2026-06-26,Bruno Goulart,Restinga Sêca,Cleber Antunes,Ferramentas,Item 376,2,"R$ 99.999,00","R$ 63,00",WhatsApp,Faturado
90595,2026-03-10,Otavio Fontoura Martins,São Sepé,Sergio Weber,FERRAMENTAS,Item 109,3,"R$ 176,90","R$ 0,00",Loja física,Faturado
90596,2026-04-22,Priscila Goulart,Cachoeira do Sul,Rosane Pilla,Jardinagem,Item 327,3,"R$ 65,12","R$ 62,46",Site,Faturado
90597,2026-03-27,Elisa Rossi,Restinga Sêca,Rosane Pilla,ELETRICA,Item 323,2,"R$ 115,33","R$ 56,72",Telefone,Faturado
90598,2026-06-17,Renata Weber Oliveira,São Sepé,Ivan Bortolotto,Jardinagem,Item 220,7,"R$ 140,55","R$ 43,61",WhatsApp,Faturado
90599,2026-07-22,Leonardo Gomes,São Sepé,Rosane Pilla,TINTAS,Item 322,3,"R$ 308,05","R$ 0,00",Loja física,Faturado
90600,2026-08-17,Fernanda Schneider,São Sepé,Rosane Pilla,HIDRAULICA,Item 103,4,"R$ 75,40","R$ 32,83",WhatsApp,Faturado
90601,2026-08-18,Maria Rodrigues,Restinga Sêca,Cleber Antunes,TINTAS,Item 366,5,"R$ 271,14","R$ 58,21",WhatsApp,Faturado
90602,2026-08-17,Adriana Carvalho,Santa Maria,Rosane Pilla,Jardinagem,Item 200,1,"R$ 94,11","R$ 19,35",WhatsApp,Faturado
90603,2026-04-27,Cristiane Barcellos,Júlio de Castilhos,Cleber Antunes,Jardinagem,Item 169,2,"R$ 115,64","R$ 0,00",Loja física,Faturado
90604,2026-02-06,Carla Brum,São Sepé,Marta Dutra,Hidráulica,Item 251,1,"R$ 103,01","R$ 29,68",WhatsApp,Faturado
90605,2026-01-29,Rosane Feltrin Rodrigues,Santa Maria,Cleber Antunes,TINTAS,Item 370,1,"R$ 192,17","R$ 0,00",Loja física,Faturado
90606,2026-08-27,Gabriela Almeida Marques,Júlio de Castilhos,Rosane Pilla,Jardinagem,Item 207,1,"R$ 68,28","R$ 0,00",Loja física,Faturado
90607,2026-02-16,Patricia Nunes,Santa Maria,Marta Dutra,Tintas,Item 226,3,"R$ 145,48","R$ 46,58",Site,Faturado
90608,2026-03-11,Rosane Fontoura,Júlio de Castilhos,Ivan Bortolotto,Jardinagem,Item 324,3,"R$ 99,52","R$ 24,49",Site,Faturado
90609,2026-08-27,Nelson Machado Santos,Santa Maria,Rosane Pilla,Ferramentas,Item 212,4,"R$ 206,62","R$ 0,00",Loja física,Faturado
90610,2026-01-14,Ana Fagundes,Santa Maria,Ivan Bortolotto,Tintas,Item 269,4,"R$ 246,53","R$ 22,90",Site,Faturado
90611,2026-02-13,Maria Dutra Almeida,Santa Maria,Ivan Bortolotto,Ferramentas ,Item 187,4,"R$ 145,15","R$ 59,64",WhatsApp,Faturado
90612,2026-01-06,Simone Trindade,São Sepé,Sergio Weber,Ferramentas,Item 195,4,"R$ 98,27","R$ 29,57",WhatsApp,Faturado
90613,2026-01-02,Otavio Menezes Fagundes,Santa Maria,Ivan Bortolotto,Construção,Item 172,5,"R$ 279,07","R$ 50,21",Telefone,Faturado
90614,2026-04-07,Tatiane Rodrigues,Cachoeira do Sul,Sergio Weber,Hidráulica,Item 376,2,"R$ 84,12","R$ 0,00",Loja física,Faturado
90615,2026-04-24,Fabio Martins Goulart,Santa Maria,Rosane Pilla,Elétrica,Item 374,4,"R$ 92,53","R$ 0,00",Loja física,Faturado
90616,2026-03-18,Mariana Lima,Cachoeira do Sul,Cleber Antunes,Elétrica,Item 201,5,"R$ 68,70","R$ 0,00",Loja física,Faturado
90617,2026-04-15,Diego Moraes,Cachoeira do Sul,Marta Dutra,Elétrica,Item 131,2,"R$ 65,78","R$ 0,00",Loja física,Faturado
90618,2026-04-24,Camila Nunes,Cachoeira do Sul,Marta Dutra,Tintas,Item 230,1,"R$ 300,80","R$ 0,00",Loja física,Faturado
90619,2026-07-27,Nelson Dutra,Santa Maria,Rosane Pilla,Jardinagem,Item 197,1,"R$ 84,62","R$ 0,00",Loja física,Faturado
90620,2026-06-26,Fernanda Fagundes Santos,Santa Maria,Cleber Antunes,Construção,Item 195,3,"R$ 323,07","R$ 0,00",Loja física,Faturado
90621,2026-08-24,Rafael Weber,Santa Maria,Rosane Pilla,Jardinagem,Item 343,2,"R$ 88,81","R$ 0,00",Loja física,Faturado
90622,2026-08-26,Thiago Brum Gomes,Santa Maria,Sergio Weber,ELETRICA,Item 174,3,"R$ 55,80","R$ 0,00",Loja física,Cancelado
90623,2026-06-29,Bianca Gomes Rossi,Santa Maria,Ivan Bortolotto,Ferramentas,Item 295,6,"R$ 155,23","R$ 40,60",Telefone,Faturado
90624,2026-04-09,Maria Rocha Vargas,Santa Maria,Ivan Bortolotto,Jardinagem,Item 183,1,"R$ 140,53","R$ 58,36",WhatsApp,Faturado
90625,2026-04-30,Leonardo Fagundes,Santa Maria,Ivan Bortolotto,Jardinagem,Item 283,3,"R$ 97,86","R$ 0,00",Loja física,Faturado
90626,2026-04-06,Eduarda Goulart,Júlio de Castilhos,Rosane Pilla,Ferramentas,Item 276,2,"R$ 153,72","R$ 0,00",Loja física,Faturado
90627,2026-07-28,Felipe Sartori,Restinga Sêca,Ivan Bortolotto,ELETRICA,Item 284,3,"R$ 67,76","R$ 0,00",Loja física,Faturado
90628,2026-07-22,Gustavo Rossi,Santa Maria,Cleber Antunes,Construção,Item 197,4,"R$ 214,26","R$ 0,00",Loja física,Faturado
90629,2026-01-26,Nathalia Trindade,Santa Maria,Sergio Weber,Elétrica,Item 141,1,"R$ 86,17","R$ 35,52",Telefone,Faturado
90630,2026-06-29,Daniela Oliveira,Júlio de Castilhos,Ivan Bortolotto,Ferramentas,Item 293,1,"R$ 233,01","R$ 22,85",WhatsApp,Cancelado
90631,2026-02-09,Juliana Beltrame,Santa Maria,Sergio Weber,Hidráulica,Item 192,4,"R$ 92,35","R$ 47,09",Site,Faturado
90632,2026-07-27,Leticia Dutra Martins,Santa Maria,Cleber Antunes,Construção,Item 308,1,"R$ 331,09","R$ 0,00",Loja física,Faturado
90633,2026-01-12,Carla Costa Santos,São Sepé,Sergio Weber,Hidráulica,Item 347,-1,"R$ 125,17","R$ 0,00",Loja física,Faturado
90634,2026-05-07,Maria Sartori,Cachoeira do Sul,Rosane Pilla,Hidráulica,Item 362,4,"R$ 51,00","R$ 0,00",Loja física,Faturado
90635,2026-02-10,Joao Carvalho Ribeiro,Restinga Sêca,Rosane Pilla,Elétrica,Item 378,4,"R$ 101,45","R$ 62,23",WhatsApp,Faturado
90636,2026-01-07,Otavio Nunes,São Sepé,Sergio Weber,Hidráulica,Item 269,2,"R$ 67,32","R$ 51,14",WhatsApp,Faturado
90637,2026-04-03,Sabrina Zanella Rocha,Júlio de Castilhos,Rosane Pilla,HIDRAULICA,Item 371,3,"R$ 77,97","R$ 25,22",WhatsApp,Faturado
90638,2026-04-08,Diego Feltrin,Santa Maria,Rosane Pilla,Tintas ,Item 328,1,"R$ 180,82","R$ 56,22",Telefone,Faturado
90639,2026-04-09,Ana Souza,Santa Maria,Marta Dutra,FERRAMENTAS,Item 176,1,"R$ 230,72","R$ 0,00",Loja física,Faturado
90640,2026-02-06,Lucas Dutra Beltrame,Cachoeira do Sul,Sergio Weber,CONSTRUCAO,Item 355,4,"R$ 175,40","R$ 59,33",Telefone,Faturado
90641,2026-04-21,Adriana Sartori,Restinga Sêca,Rosane Pilla,Hidráulica,Item 257,5,"R$ 86,89","R$ 0,00",Loja física,Faturado
90642,2026-06-23,Jonas Brum Kunz,Júlio de Castilhos,Sergio Weber,Elétrica,Item 374,3,"R$ 68,52","R$ 20,87",WhatsApp,Faturado
90643,2026-02-26,Douglas Fagundes,Cachoeira do Sul,Rosane Pilla,Elétrica,Item 117,1,"R$ 102,27","R$ 44,66",Site,Faturado
90644,2026-01-19,Simone Costa Bortolotto,Cachoeira do Sul,Sergio Weber,Hidráulica,Item 236,4,"R$ 82,33","R$ 0,00",Loja física,Faturado
90645,2026-05-11,Cristiane Nunes Sartori,Santa Maria,Sergio Weber,Ferramentas,Item 377,2,"R$ 109,32","R$ 0,00",Loja física,Faturado
90646,2026-05-25,Joao Fontoura Rocha,Santa Maria,Rosane Pilla,Elétrica,Item 216,6,"R$ 42,60","R$ 0,00",Loja física,Faturado
90647,2026-01-16,Bruna Bueno Bortolotto,Santa Maria,Rosane Pilla,Hidráulica,Item 276,3,"R$ 63,77","R$ 34,55",Telefone,Faturado
90648,2026-06-12,Renata Schneider,Santa Maria,Sergio Weber,CONSTRUCAO,Item 112,3,"R$ 140,85","R$ 0,00",Loja física,Faturado
90649,2026-01-07,Daniela Bortolotto,Restinga Sêca,Ivan Bortolotto,Elétrica,Item 221,1,"R$ 41,84","R$ 0,00",Loja física,Faturado
90650,2026-02-18,Nelson Beltrame Beltrame,Cachoeira do Sul,Rosane Pilla,Construção,Item 111,3,"R$ 365,80","R$ 48,86",WhatsApp,Faturado
90651,2026-08-14,Aline Gomes Trindade,Santa Maria,Cleber Antunes,Jardinagem,Item 328,1,"R$ 148,16","R$ 58,54",WhatsApp,Faturado
90652,2026-06-17,Felipe Beltrame Santos,São Sepé,Sergio Weber,Hidráulica,Item 156,2,"R$ 75,17","R$ 0,00",Loja física,Faturado
90653,2026-02-03,Eduarda Kunz,Restinga Sêca,Sergio Weber,Elétrica,Item 228,2,"R$ 64,58","R$ 57,61",WhatsApp,Faturado
90654,2026-06-17,Gustavo Kunz Fagundes,São Sepé,Marta Dutra,FERRAMENTAS,Item 344,1,"R$ 208,83","R$ 35,75",Site,Faturado
90655,2026-06-30,Luciana Rocha,Santa Maria,Sergio Weber,Construção,Item 312,2,"R$ 350,35","R$ 0,00",Loja física,Faturado
90656,2026-01-05,Nathalia Martins,São Sepé,Rosane Pilla,Jardinagem,Item 330,1,"R$ 120,00","R$ 0,00",Loja física,Faturado
90657,2026-07-03,Daniela Bortolotto,Cachoeira do Sul,Cleber Antunes,Jardinagem,Item 123,1,"R$ 137,88","R$ 0,00",Loja física,Faturado
90658,2026-03-02,Priscila Martins,Santa Maria,Rosane Pilla,CONSTRUCAO,Item 282,4,"R$ 294,42","R$ 0,00",Loja física,Faturado
90659,2026-07-15,Bianca Bueno Rodrigues,Santa Maria,Rosane Pilla,JARDINAGEM,Item 260,1,"R$ 151,89","R$ 0,00",Loja física,Faturado
90660,2026-01-06,Aline Silva,Santa Maria,Ivan Bortolotto,Elétrica,Item 260,2,"R$ 94,73","R$ 27,77",Site,Faturado
